,Unnamed: 0,QId,QPostTypeId,QAcceptedAnswerId,QOwnerUserId,QAnswerCount,QCommentCount,QFavoriteCount,QCommunityOwnedDate,QCreationDate,QScore,QViewCount,QTitle,QBody,QTags,QStackTrace,Webpack,React,Express,Vue,Jest,Moment,Lodash
6286,6286,34897805,1,0,2822744,2.0,1.0,0.0,0.0,2016-01-20T10:43:59.357,3.0,1058.0,'undefined' is not a function (evaluating '_.contains) karma test,"<p>When running my karma tests, I get this error on the jenkins build. So to make it clear, this works fine locally and all my tests pass, but when I run the exact same code on the jenkins box, I get the error: </p>

<pre><code>PhantomJS 1.9.8 (Linux 0.0.0) VisitDataSpec #emailExists should return true if email is already FAILED
    TypeError: 'undefined' is not a function (evaluating '_.contains(visitEmails,email)')
        at /home/server/jenkins/workspace/Reception UI Build/src/app/model/VisitData.js:9
        at /home/server/jenkins/workspace/Reception UI Build/test/app/model/VisitData.spec.js:208
</code></pre>

<p>I'm smelling buggy version of phantomjs. The version on the server is 1.9.0. I downgraded my version locally to the same version to try to reproduce the problem locally and that doesn't happen.</p>

<p>I already tried to include both underscore and lodash and none of the libraries work.</p>

<p>I get the same error in a test where Restangular tries to use underscore as well:</p>

<pre><code>PhantomJS 1.9.8 (Linux 0.0.0) EmailVisitControllerSpec #signIn should call VisitService to add a new service with scope data FAILED
    TypeError: 'undefined' is not a function (evaluating '_.contains(safeMethods, operation.toLowerCase())')
        at /home/server/jenkins/workspace/Reception UI Build/bower_components/restangular/dist/restangular.js:21
        at elemFunction (/home/server/jenkins/workspace/Reception UI Build/bower_components/restangular/dist/restangular.js:1217)
        at wrapper (/home/server/jenkins/workspace/Reception UI Build/bower_components/lodash/lodash.js:3949)
        at postFunction (/home/server/jenkins/workspace/Reception UI Build/bower_components/restangular/dist/restangular.js:1246)
        at apply (/home/server/jenkins/workspace/Reception UI Build/bower_components/lodash/lodash.js:402)
        at wrapper (/home/server/jenkins/workspace/Reception UI Build/bower_components/lodash/lodash.js:4254)
        at /home/server/jenkins/workspace/Reception UI Build/src/app/rest/VisitService.js:9
        at invoke (/home/server/jenkins/workspace/Reception UI Build/node_modules/karma-sinon-chai/node_modules/sinon/pkg/sinon.js:2583)
        at addVisit (:1)
        at /home/server/jenkins/workspace/Reception UI Build/src/app/visits/EmailVisitController.js:9
        at /home/server/jenkins/workspace/Reception UI Build/test/app/visits/EmailVisitController.spec.js:91
</code></pre>

<p>Using angular 1.4.2, angular-mocks 1.4.2, mocha 2.3.4 and right now, underscore 1.8.3 or lodash 3.10.1 (tried with either).</p>

<p>By the way, this may be relevant: I'm having four of these when building on Jenkins:</p>

<pre><code>npm WARN install Couldn't install optional dependency: Unsupported
</code></pre>

<p>Maybe it's not resolving some of the dependencies, but unfortunately I can't see which ones. Using npm 3.3.2.</p>

<p>Does anyone have any thoughts about what I'm missing here? Any known incompatible versions?</p>
",<angularjs><npm><phantomjs><underscore.js><lodash>,1.0,0,0,0,0,0,0,1
6448,6448,35160871,1,0,4554305,1.0,8.0,0.0,0.0,2016-02-02T18:13:04.883,9.0,13808.0,node.js Error: Cannot find module 'lodash.assign',"<p>I have installed node.js in windows 64bit and i run into this when runnig gulp on local project.</p>

<p>another note: npm install went good with packages.json</p>

<pre><code>Error: Cannot find module 'lodash.assign'
        at Function.Module._resolveFilename (module.js:326:15)
        at Function.Module._load (module.js:277:25)
        at Module.require (module.js:354:17)
        at require (internal/module.js:12:17)
        at Object.&lt;anonymous&gt; (D:\NBCredit_FRTE\RelyToolsSln\RelyTools.Web\node_modules\gulp-jshint\node_modules\lodash.clone\node_modules\lodash._baseclone\index.js:9:14)
        at Module._compile (module.js:410:26)
        at Object.Module._extensions..js (module.js:417:10)
        at Module.load (module.js:344:32)
        at Function.Module._load (module.js:301:12)
        at Module.require (module.js:354:17)
        at require (internal/module.js:12:17)
     PS D:\NBCredit_FRTE\RelyToolsSln\RelyTools.Web&gt;
</code></pre>

<p>this is my package.json (i'm trying to setup this project: <a href=""https://github.com/MarlabsInc/webapi-angularjs-spa"" rel=""noreferrer"">https://github.com/MarlabsInc/webapi-angularjs-spa</a>)</p>

<pre><code>{
  ""name"": ""webapi-angularjs-spa"",
  ""description"": ""SPA Demo app with AngularJS"",
  ""author"": ""Shiju Varghese"",
  ""version"": ""0.5.0"",
  ""repository"": ""https://github.com/MarlabsInc/webapi-angularjs-spa"",
  ""devDependencies"": {
    ""gulp-util"": ""~2.2.14"",
    ""gulp"": ""~3.9.0"",
    ""gulp-concat"": ""~2.1.7"",
    ""gulp-uglify"": ""~0.2.1"",
    ""jshint"": ""~2.4.3"",
    ""gulp-jshint"": ""~1.4.2"",
    ""jshint-stylish"": ""~0.1.5"",
    ""gulp-cssnano"": ""~2.1.0"",
    ""gulp-rename"": ""~1.1.0"",
    ""gulp-size"": ""~0.1.3"",
    ""gulp-rimraf"": ""~0.2.0"",
    ""gulp-open"": ""~0.2.8"",
    ""gulp-connect"": ""~2.0.5""
  },
  ""dependencies"": {
    ""lodash"": ""^4.2.0""
  }
}
</code></pre>

<p>this is my gulp file:</p>

<pre><code>var gulp = require('gulp'),
    gutil = require('gulp-util'),
    uglify = require('gulp-uglify'),
    jshint = require('gulp-jshint'),
    concat = require('gulp-concat'),
    jshintreporter = require('jshint-stylish'),
    minifycss = require('gulp-minify-css'),
    size = require('gulp-size'),
    clean = require('gulp-clean'),
    rename = require('gulp-rename'),
    open = require('gulp-open'),
    connect = require('gulp-connect');

var filePath = {
    appjsminify: { src: './Scripts/app/**/*.js', dest: './Scripts/app' },
    libsjsminify: { src: ['./Scripts/libs/**/*.js', '!*.min.js', '!/**/*.min.js'], dest: './Scripts/libs/' },
    jshint: { src: './Scripts/app/**/*.js' },
    minifycss: { src: ['./Content/themes/**/*.css', '!*.min.css', '!/**/*.min.css'], dest: './Content/themes/' }
};



gulp.task('app-js-minify', function () {
    gulp.src(filePath.appjsminify.src)
        .pipe(uglify())
        .pipe(concat('ngscripts.js'))
        .pipe(size())
        .pipe(gulp.dest(filePath.appjsminify.dest));
});

gulp.task('libs-js-minify', function () {
    /*Excludes already minified files.*/
    gulp.src(filePath.libsjsminify.src)
    .pipe(uglify())
    .pipe(rename({ suffix: '.min' }))
    .pipe(gulp.dest(filePath.libsjsminify.dest));
});


gulp.task('jshint', function () {
    gulp.src(filePath.jshint.src)
      .pipe(jshint())
      .pipe(jshint.reporter(jshintreporter));
});


gulp.task('minify-css', function () {
    /*Excludes already minified files.*/
    gulp.src(filePath.minifycss.src)
    .pipe(minifycss())
    .pipe(rename({ suffix: '.min' }))
    .pipe(gulp.dest(filePath.minifycss.dest));
}); 

gulp.task('clean', function () {
    gulp.src(
        [
            'Scripts/app/ngscripts.js',
            'Scripts/libs/angular-ui/select2.min.js',
            'Scripts/libs/select2/select2.min.js',
            'Scripts/libs/semantic/semantic.min.js',
            'Scripts/libs/**/*.min.js',
            'Scripts/libs/jquery-1.9.1.min.js',
            '!Scripts/libs/jquery-ui-1.10.3.min.js',
            './Content/themes/semantic/semantic.min.css',
            './Content/themes/Site.min.css',
            './Content/themes/select2/select2.min.css'
        ], { read: false })
    .pipe(clean({ force: true }));
});
gulp.task('build', ['app-js-minify', 'libs-js-minify', 'minify-css']);
gulp.task('cleanbuild', ['clean']);

gulp.task('tests', function () {
    connect.server({ 
        port:8000
    });
    var testUrl = ""http://localhost:8000/SpecRunner.html"";
    gulp.src(""./SpecRunner.html"")
      .pipe(open("""", { url: testUrl }));
});

//gulp.watch('./app/**/*.js', ['js']);
</code></pre>
",<node.js><npm><gulp><lodash>,1.0,0,0,0,0,0,0,1
6813,6813,35730408,1,0,986160,0.0,11.0,0.0,0.0,2016-03-01T18:18:49.073,1.0,904.0,"lodash loaded through requirejs and with a script throws ""Mismatched anonymous define"" error","<p>I am working on an application that uses requirejs and loads underscore with it but also loads underscore as a node_module using a script. Since we needed functionality found in lodash I decided to replace underscore with lodash in requirejs and in script tags. While it was working with underscore when I replaced it with lodash I started getting:</p>

<pre><code>Uncaught Error: Mismatched anonymous define() module: function () {
      return _;
    }
http://requirejs.org/docs/errors.html#mismatch
</code></pre>

<p>I am using the following npm versions:</p>

<p><code>requirejs ""2.1.5""</code>
<code>underscore: ""1.3.3""</code>
and I want to install 
<code>lodash: ""4.5.1""</code></p>

<p>Here is the requirejs config part that I can post:</p>

<pre><code> require.config({
        waitSeconds: 15,
        ""paths"": {
            underscore: ""../../node_modules/lodash/lodash"",
            jquery: ""lib/jquery-1.7.2"",
            Backbone: ""lib/backbone"",
            moment: ""lib/moment-2.0.0"",
            text: ""lib/text"",
            alertify: ""lib/alertify"",
            datatables: ""lib/jquery.dataTables"",
            datatablesjqueryui: ""lib/dataTables.jqueryui""
        },
        ""shim"": {
           XYZ: [""underscore"",""jquery"", ...]
           ...
        }
    });
</code></pre>

<ul>
<li><p>The above is part of a concat file that contains also <code>node_modules/requirejs/require.js</code> before it</p></li>
<li><p>I also have another concat after it with the rest of the libraries that include lodash in it.</p></li>
<li><p>Both concat files are added using a <code>&lt;script&gt;</code> tag.</p></li>
<li><p>In the last concat I have a lot of files that do</p></li>
</ul>

<p><code>var _ = require(""underscore"");</code>
or have it in their define dependencies like <code>define([""underscore""],function(_) { ... });</code></p>

<p>so hopefully i won't need to change anything there</p>

<p>I would appreciate if someone can explain why this happens only with lodash and not underscore. And if there is a solution that will let me add lodash in the concatenated file after it was imported/required through requirejs.</p>

<p><strong>Per possible duplicate:</strong> I made sure there are no anonymous defines in the application and I made sure there is no underscore loaded anywhere. So the question is different because I only changed the path from underscore to dash library for the whole application and nothing else.</p>

<p>Thanks!</p>
",<npm><requirejs><underscore.js><lodash><amd>,0.0,0,0,0,0,0,0,1
6818,6818,35738327,1,35738350,2740815,2.0,1.0,0.0,0.0,2016-03-02T04:07:28.993,1.0,820.0,Cannot install redux through npm?,"<p>Running npm install redux gives the error:</p>

<p><code>npm ERR! fetch failed https://registry.npmjs.org/lodash-es/-/lodash-es-4.6.0.tgz
npm WARN retry will retry, error on last attempt: Error: fetch failed with status code 404</code></p>

<p>I'm thinking its something with lodash-es because I can't install that either. Every other package works fine though.</p>
",<node.js><reactjs><npm><lodash><redux>,0.0,0,0,0,0,0,0,1
7761,7761,37187687,1,37187952,1654520,1.0,0.0,0.0,0.0,2016-05-12T12:59:43.830,1.0,1530.0,npm WARN deprecated xxx: what should I do?,"<p>I've been using grunt from a couple years now, and it's been like forever i've been seeing warnings like the following:</p>

<pre><code>npm WARN deprecated win-spawn@2.0.0: use [cross-spawn](https://github.com/IndigoUnited/node-cross-spawn) or [cross-spawn-async](https://github.com/IndigoUnited/node-cross-spawn-async) instead.
npm WARN deprecated lodash@0.9.2: lodash@&lt;2.0.0 is no longer maintained. Upgrade to lodash@^3.0.0
npm WARN deprecated lodash@1.0.2: lodash@&lt;3.0.0 is no longer maintained. Upgrade to lodash@^4.0.0.
npm WARN deprecated graceful-fs@1.2.3: graceful-fs v3.0.0 and before will fail on node releases &gt;= v6.0. Please update to graceful-fs@^4.0.0 as soon as possible. Use 'npm ls graceful-fs' to find it in the tree.
npm WARN deprecated lodash@2.2.1: lodash@&lt;3.0.0 is no longer maintained. Upgrade to lodash@^4.0.0.
</code></pre>

<p>my projects actually work anyway, even with these warnings. <code>lodash</code>is generally the one always giving me warnings, since day one.</p>

<p>here's the package.json file producing these errors:</p>

<pre><code>{
  ""name"": ""xxx"",
  ""version"": ""0.1.1"",
  ""devDependencies"": {
    ""autoprefixer"": ""^6.2.3"",
    ""cssnano"": ""^3.4.0"",
    ""grunt"": ""^0.4.5"",
    ""grunt-browser-sync"": ""^1.5.3"",
    ""grunt-contrib-clean"": ""^1.0.0"",
    ""grunt-contrib-concat"": ""~0.5.0"",
    ""grunt-contrib-copy"": ""^1.0.0"",
    ""grunt-contrib-htmlmin"": ""^0.6.0"",
    ""grunt-contrib-imagemin"": ""^1.0.0"",
    ""grunt-contrib-sass"": ""~0.7.4"",
    ""grunt-contrib-uglify"": ""~0.5.1"",
    ""grunt-contrib-watch"": ""~0.6.1"",
    ""grunt-critical"": ""^0.2.0"",
    ""grunt-delete-sync"": ""0.0.2"",
    ""grunt-newer"": ""^0.7.0"",
    ""grunt-postcss"": ""^0.7.1"",
    ""grunt-processhtml"": ""^0.3.13""
  }
}
</code></pre>

<p>I guess some module or dependency is outdated but...</p>

<p>1) why is it still working? is it safe to ignore the warnings?
2) how do I know which module is outdated and what should i do about it?</p>
",<node.js><npm><gruntjs><warnings><lodash>,0.0,0,0,0,0,0,0,1
7993,7993,37543116,1,0,3605178,1.0,1.0,0.0,0.0,2016-05-31T10:25:17.937,0.0,340.0,Foundationpress npm install deprecated error,"<p>I seem to get npm install errors on both JointsWP and Foundationpress. </p>

<p>running npm install in foundationpress from the command line results in this error:</p>

<pre><code>npm WARN deprecated gulp-minify-css@1.2.4: Please use gulp-clean-css
npm WARN deprecated graceful-fs@3.0.8: graceful-fs v3.0.0 and before will fail on node release &gt;= v7.0. Please update to graceful-fs@^4.0.0 as soon as possible. Use 'npm ls graceful-fs' to find it in tree.
npm WARN optional dep failed, continueing fsevents@1.0.12
npm WARN deprecated lodash@1.0.2: lodash@&lt;3.0.0 is no longer maintained. Upgrade to lodash@^4.0.0.
</code></pre>

<p>Any ideas?</p>
",<node.js><npm><zurb-foundation><lodash><deprecated>,0.0,0,0,0,0,0,0,1
8048,8048,37651866,1,0,2303797,0.0,2.0,0.0,0.0,2016-06-06T07:33:53.573,0.0,70.0,Importing lodash in Angular 2 app,"<p>I am trying to install lodash in my angular 2 app but there is some error telling me skipping failed optional dependency, and not compatible with your operating system or architecture.</p>

<p>I am running on Windows 10 x64. I already run cmd as admin. Here is the screenshot.</p>

<p><a href=""https://i.stack.imgur.com/XINPW.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/XINPW.png"" alt=""enter image description here""></a></p>

<p>Kindly please help me on this. Thanks.</p>
",<javascript><npm><angular><lodash>,0.0,0,0,0,0,0,0,1
8092,8092,37712677,1,39665866,5845191,5.0,5.0,0.0,0.0,2016-06-08T20:51:12.907,10.0,15281.0,Angular2 - Angular-CLI installing lodash - Cannot find module,"<p>Mac OSX El capitan | angular-cli: 0.1.0 | node: 5.4.0 | os: darwin x64</p>

<p>I try to install a 3rd party npm module according to the angular-cli wiki: <a href=""https://github.com/angular/angular-cli/wiki/3rd-party-libs"" rel=""noreferrer"">https://github.com/angular/angular-cli/wiki/3rd-party-libs</a> but fail. I've been struggling with this for days now and would greatly appreciate any help.</p>

<p>Steps to get the error:</p>

<p><code>ng new lodashtest3
cd lodashtest3
npm install lodash --save
typings install lodash --ambient --save</code></p>

<p>angular-cli-build.json:</p>

<p><code>module.exports = function(defaults) {
  return new Angular2App(defaults, {
    vendorNpmFiles: [
      ...
      'lodash/**/*.js'
    ]
  });
};
</code>
<code>ng build</code>
(lodash gets correctly added in dist/vendor)</p>

<p>system-config.ts:</p>

<pre><code>/** Map relative paths to URLs. */
 const map: any = {
   'lodash': 'vendor/lodash/lodash.js'
 };

 /** User packages configuration. */
 const packages: any = {
   'lodash': {
     format: 'cjs'
   }
 };
</code></pre>

<p>(all according to spec in 
<a href=""https://github.com/angular/angular-cli/wiki/3rd-party-libs"" rel=""noreferrer"">https://github.com/angular/angular-cli/wiki/3rd-party-libs</a>)
Note - I've tried all config settings I can think of here, all giving the same result.</p>

<p>lodashtest3.component.ts:
<code>import * as _ from 'lodash';</code></p>

<p><code>ng build</code></p>

<pre><code>Could not start watchman; falling back to NodeWatcher for file system events.
Visit http://ember-cli.com/user-guide/#watchman for more info.
Build failed.
The Broccoli Plugin: [BroccoliTypeScriptCompiler] failed with:
Error: Typescript found the following errors:
  /Users/danielmattsson/git/lodashtest3/tmp/broccoli_type_script_compiler-input_base_path-g2lDIaq6.tmp/0/src/app/lodashtest3.component.ts (2, 20): Cannot find module 'lodash'.
    at BroccoliTypeScriptCompiler._doIncrementalBuild (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/lib/broccoli/broccoli-typescript.js:115:19)
    at BroccoliTypeScriptCompiler.build (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/lib/broccoli/broccoli-typescript.js:43:10)
    at /Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/broccoli-caching-writer/index.js:152:21
    at lib$rsvp$$internal$$tryCatch (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/broccoli-caching-writer/node_modules/rsvp/dist/rsvp.js:1036:16)
    at lib$rsvp$$internal$$invokeCallback (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/broccoli-caching-writer/node_modules/rsvp/dist/rsvp.js:1048:17)
    at lib$rsvp$$internal$$publish (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/broccoli-caching-writer/node_modules/rsvp/dist/rsvp.js:1019:11)
    at lib$rsvp$asap$$flush (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/broccoli-caching-writer/node_modules/rsvp/dist/rsvp.js:1198:9)
    at nextTickCallbackWith0Args (node.js:456:9)
    at process._tickCallback (node.js:385:13)

The broccoli plugin was instantiated at:
    at BroccoliTypeScriptCompiler.Plugin (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/broccoli-caching-writer/node_modules/broccoli-plugin/index.js:10:31)
    at BroccoliTypeScriptCompiler.CachingWriter [as constructor] (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/broccoli-caching-writer/index.js:21:10)
    at BroccoliTypeScriptCompiler (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/lib/broccoli/broccoli-typescript.js:26:49)
    at Angular2App._getTsTree (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/lib/broccoli/angular2-app.js:280:18)
    at Angular2App._buildTree (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/lib/broccoli/angular2-app.js:101:23)
    at new Angular2App (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/lib/broccoli/angular2-app.js:42:23)
    at module.exports (/Users/danielmattsson/git/lodashtest3/angular-cli-build.js:6:10)
    at Class.module.exports.Task.extend.setupBroccoliBuilder (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/angular-cli/lib/models/builder.js:55:19)
    at Class.module.exports.Task.extend.init (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/angular-cli/lib/models/builder.js:89:10)
    at new Class (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/angular-cli/node_modules/core-object/core-object.js:18:12)
    at Class.module.exports.Task.extend.run (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/angular-cli/lib/tasks/build.js:15:19)
    at /Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/angular-cli/lib/commands/build.js:32:24
    at lib$rsvp$$internal$$tryCatch (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/angular-cli/node_modules/rsvp/dist/rsvp.js:1036:16)
    at lib$rsvp$$internal$$invokeCallback (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/angular-cli/node_modules/rsvp/dist/rsvp.js:1048:17)
    at /Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/angular-cli/node_modules/rsvp/dist/rsvp.js:331:11
    at lib$rsvp$asap$$flush (/Users/danielmattsson/git/lodashtest3/node_modules/angular-cli/node_modules/angular-cli/node_modules/rsvp/dist/rsvp.js:1198:9)
</code></pre>

<p>EDIT: more information according to comments below</p>

<p>dist/index.html:</p>

<pre><code>&lt;!doctype html&gt;
&lt;html&gt;
&lt;head&gt;
  &lt;meta charset=""utf-8""&gt;
  &lt;title&gt;Lodashtest3&lt;/title&gt;
  &lt;base href=""/""&gt;

  &lt;link rel=""icon"" type=""image/x-icon"" href=""favicon.ico""&gt;
  &lt;meta name=""viewport"" content=""width=device-width, initial-scale=1""&gt;

  &lt;!-- Service worker support is disabled by default.
       Install the worker script and uncomment to enable.
       Only enable service workers in production.
  &lt;script type=""text/javascript""&gt;
    if ('serviceWorker' in navigator) {
      navigator.serviceWorker.register('/worker.js').catch(function(err) {
        console.log('Error installing service worker: ', err);
      });
    }
  &lt;/script&gt;
  --&gt;
&lt;/head&gt;
&lt;body&gt;
  &lt;lodashtest3-app&gt;Loading...&lt;/lodashtest3-app&gt;

  &lt;script src=""vendor/es6-shim/es6-shim.js""&gt;&lt;/script&gt;
  &lt;script src=""vendor/reflect-metadata/Reflect.js""&gt;&lt;/script&gt;
  &lt;script src=""vendor/systemjs/dist/system.src.js""&gt;&lt;/script&gt;
  &lt;script src=""vendor/zone.js/dist/zone.js""&gt;&lt;/script&gt;

  &lt;script&gt;
    System.import('system-config.js').then(function () {
      System.import('main');
    }).catch(console.error.bind(console));
  &lt;/script&gt;
&lt;/body&gt;
&lt;/html&gt;
</code></pre>
",<angularjs><lodash><systemjs><npm-install><angular-cli>,0.0,0,0,0,0,0,0,1
8377,8377,38087927,1,38088934,491436,1.0,0.0,0.0,0.0,2016-06-28T23:33:00.957,0.0,91.0,Add Lodash to VS2015 Angular2 Project,"<p>I'm trying to add a dependency to lodash to my project but the VS2015 build keeps blowing up.  With this in the build output ""Build: Cannot find module 'lodash'"".  The build fails because the typescript compiler can't resolve lodash.  Here is my package.json dependancies:</p>

<pre><code>""dependencies"": {
    ""@angular/common"": ""2.0.0-rc.3"",
    ""@angular/compiler"": ""2.0.0-rc.3"",
    ""@angular/core"": ""2.0.0-rc.3"",
    ""@angular/forms"": ""0.1.1"",
    ""@angular/http"": ""2.0.0-rc.3"",
    ""@angular/platform-browser"": ""2.0.0-rc.3"",
    ""@angular/platform-browser-dynamic"": ""2.0.0-rc.3"",
    ""@angular/router"": ""3.0.0-alpha.7"",
    ""@angular/router-deprecated"": ""2.0.0-rc.2"",
    ""@angular/upgrade"": ""2.0.0-rc.3"",

    ""systemjs"": ""0.19.27"",
    ""core-js"": ""^2.4.0"",
    ""reflect-metadata"": ""^0.1.3"",
    ""rxjs"": ""5.0.0-beta.6"",
    ""zone.js"": ""^0.6.12"",

    ""lodash"": ""4.13.1"",
    ""angular2-in-memory-web-api"": ""0.0.12"",
    ""bootstrap"": ""^3.3.6""
  },
  ""devDependencies"": {
    ""concurrently"": ""^2.0.0"",
    ""lite-server"": ""^2.2.0"",
    ""typescript"": ""^1.8.10"",
    ""typings"":""^1.0.4""
  }
</code></pre>

<p>Here is my system.config.js:</p>

<pre><code>/**
 * System configuration for Angular 2 samples
 * Adjust as necessary for your application needs.
 */
(function (global) {
    // map tells the System loader where to look for things
    var map = {
        'app': 'app', // 'dist',
        '@angular': 'Scripts/npmlibs/@angular',
        'angular2-in-memory-web-api': 'Scripts/npmlibs/angular2-in-memory-web-api',
        'rxjs': 'Scripts/npmlibs/rxjs',
        'lodash': 'Scripts/npmlibs/lodash/lodash.js'
    };
    // packages tells the System loader how to load when no filename and/or no extension
    var packages = {
        'app': { main: 'main.js', defaultExtension: 'js' },
        'rxjs': { defaultExtension: 'js' },
        'angular2-in-memory-web-api': { defaultExtension: 'js' },
        'lodash': { defaultExtension: 'js' }
    };
    var ngPackageNames = [
      'common',
      'compiler',
      'core',
      'http',
      'platform-browser',
      'platform-browser-dynamic',
      'router',
      'router-deprecated',
      'upgrade',
      'forms'
    ];

    // Individual files (~300 requests):
    function packIndex(pkgName) {
        packages['@angular/' + pkgName] = { main: 'index.js', defaultExtension: 'js' };
    }
    // Bundled (~40 requests):
    function packUmd(pkgName) {
        packages['@angular/' + pkgName] = { main: '/bundles/' + pkgName + '.umd.js', defaultExtension: 'js' };
    }
    // Most environments should use UMD; some (Karma) need the individual index files
    var setPackageConfig = System.packageWithIndex ? packIndex : packUmd;
    // Add package entries for angular packages
    ngPackageNames.forEach(setPackageConfig);

    var config = {
        map: map,
        packages: packages
    }
    System.config(config);
})(this);
</code></pre>

<p>Most of the googling around this error has lead me to delete my node_modules folder completely and re run npm install.  I've done this 3 times, restarted VS2015, and restarted my VM but nothing fixes this.  I copy all the needed dependencies from /node_modules to /Scripts/npmlibs so that i don't have to deploy the 20k files npm downloads to our deployment web servers.  I have verified the paths in the system.config.js file.</p>

<p>I'm at a loss for what is wrong with VS/npm for why my build is failing here.</p>

<p>Thanks!</p>
",<angular><npm><lodash>,0.0,0,0,0,0,0,0,1
9069,9069,38977946,1,0,4536300,2.0,0.0,0.0,0.0,2016-08-16T14:44:47.393,0.0,100.0,node js on azure - deeply nested node modules cause error,"<p>I'm using a node module called swagger-tools, which internally depends on lodash. When swagger tools is installed, the depth of its node_modules folder is very big, which causes an error on my azure web app (a Windows server). I saw somewhere that this problem can be solved by using npm 3, and while npm 3 is installed on azure server, I can't force it to use it - the error logs indicate that npm 2 is being used. This is how I do it in package.json:</p>

<pre><code>""engineStrict"": true,
""engines"" : {
  ""npm"" : ""&gt;=3.0.0""
}
</code></pre>

<p>The node version is 4.4.7.
If anyone knows about a different way to fix the issue I will be glad.</p>
",<node.js><npm><azure-web-app-service><lodash>,0.0,0,0,0,0,0,0,1
9758,9758,39817091,1,39836983,1438289,1.0,0.0,0.0,0.0,2016-10-02T12:39:28.060,1.0,1069.0,Heroku Cannot find module 'lodash/object/assign',"<p>I'm having issues deploying to Heroku. Got it running locally after i had the same error by simply rm -f node_modules and then reinstalling them with npm install. But when i deploy to heroku the error keeps occurring. Even went in with bash to perform the same steps.</p>

<p>I then used npm shrinkwrap and noticed aws-sdk has a dependency on lodash vs 3.5.0 &lt;3.6.0. So i set the lodash version in my package.json accordingly.
It all still runs locally but keeps crashing on heroku.</p>

<p>Node v5.0.0
NPM v3.3.6</p>

<pre><code>""dependencies"": {
""aws-sdk"": ""^2.6.6"",
""bluebird"": ""^3.4.6"",
""body-parser"": ""^1.15.2"",
""express"": ""^4.14.0"",
""goosepage"": ""0.0.1"",
""lodash"": ""^3.5.0""
}
</code></pre>

<p>Additional heroku log</p>

<pre><code>Error: Cannot find module 'lodash/object/assign' 
Function.Module._resolveFilename (module.js:337:15) 
Function.Module._load (module.js:287:25) 
Module.require (module.js:366:17) 
require (module.js:385:17) 
Object.&lt;anonymous&gt; (/app/node_modules/xmlbuilder/lib/index.js:5:12) 
Object.&lt;anonymous&gt; (/app/node_modules/xmlbuilder/lib/index.js:14:4) 
Module._compile (module.js:425:26) 
Object.Module._extensions..js (module.js:432:10) 
Module.load (module.js:356:32) 
Function.Module._load (module.js:311:12) 
Module.require (module.js:366:17) 
require (module.js:385:17) 
Object.&lt;anonymous&gt; (/app/node_modules/aws-sdk/lib/xml/builder.js:2:15) 
Module._compile (module.js:425:26) 
Object.Module._extensions..js (module.js:432:10) 
Module.load (module.js:356:32) 
</code></pre>
",<node.js><heroku><npm><lodash>,0.0,0,0,0,0,0,0,1
9916,9916,39987518,1,0,0,1.0,1.0,0.0,0.0,2016-10-11T22:04:39.547,0.0,171.0,Do I need n_ when I already installed lodash?,"<p>I'm reading <a href=""https://stackoverflow.com/a/39234812/1525840"">here</a> that I should install <em>lodash</em>. However, at the <a href=""https://lodash.com/"" rel=""nofollow noreferrer"">site of lodash</a>, they say that if I'm using NodeJS I should install <em>n_</em> <a href=""https://www.npmjs.com/package/n_"" rel=""nofollow noreferrer"">here</a>.</p>

<p>So do I need both? Only one? Is one a superset to the other? Do I need <strong>any</strong> of them, really? (The site explains that it makes the life easier when working with JavaScript and arrays, so I guess I want it. But which?</p>

<p>I'm totally lost.</p>
",<javascript><node.js><npm><lodash>,0.0,0,0,0,0,0,0,1
