,Unnamed: 0,QId,QPostTypeId,QAcceptedAnswerId,QOwnerUserId,QAnswerCount,QCommentCount,QFavoriteCount,QCommunityOwnedDate,QCreationDate,QScore,QViewCount,QTitle,QBody,QTags,QStackTrace,Webpack,React,Express,Vue,Jest,Moment,Lodash,Asynchronous,Axios
29341,28813,59111171,1,59119850,11932596,1.0,0.0,0.0,0.0,2019-11-29T21:31:05.643,0.0,1874.0,Proxy module doesn't work when serving nuxt app statically,"<p>So, Iv'e been trying to setup a small example of a server with 2 factor authentication features. I'm using <code>nuxt</code> as the frontend and <code>flask</code> as the backend.</p>

<p>While developing locally (using <code>npm run dev</code>) I was able to get the chain of communication to work:</p>

<ol>
<li>The webpage sends a request to <code>server/&lt;some_request&gt;/&lt;some_param&gt;</code></li>
<li>The <code>proxy</code> module redirects it to <code>http://localhost:5000/&lt;some_request&gt;/&lt;some_param&gt;</code></li>
<li>The request is sent by the <code>axios</code> module</li>
<li><code>flask</code> receives the request, processes it and answers.</li>
</ol>

<p>When trying to deploy this application to a dreamhost server, I used <code>npm run build</code> and <code>npm run generate</code> to serve the website statically. I was able to receive my webpage when browsing.</p>

<p>But when trying to login, the chain described above broke, and requests to <code>server/&lt;some_request&gt;/&lt;some_param&gt;</code> were answered with 404. In the server's command line I saw that <code>flask</code> didn't receive any request, so I assume that this is some issue with the <code>proxy</code> module.</p>

<p>I'm not really sure how to debug this problem, so any help or ideas will be appreciated.</p>
",<node.js><npm><axios><nuxt.js><http-proxy>,0.0,0,0,0,0,0,0,0,0,1
29417,28889,59169679,1,63779738,8436825,3.0,5.0,0.0,0.0,2019-12-04T05:50:50.020,3.0,3414.0,JSON-server connection breaks,"<p>I'm using <code>GET</code> and <code>POST</code> requests to apply RESTful conventions multiple times in my application. But this results in breaking my <code>JSON-server</code> connection. Does anyone know what is the reason behind this? Any idea that why I'm facing this problem?</p>

<p>Error that I'm getting is:</p>

<pre><code>POST /points/ 201 10.344 ms - 289
POST /intersections/ 201 15.447 ms - 504
POST /points/ 201 7.159 ms - 307
POST /intersections/ 201 12.089 ms - 486
  db.json has changed, reloading...

  Loading db.json
  db.json has changed, reloading...
  Done

  Resources
  http://localhost:3003/streams
  http://localhost:3003/intersections
  http://localhost:3003/points

  Home
  http://localhost:3003

  db.json has changed, reloading...

  Loading db.json
  db.json has changed, reloading...
  Done

  Resources
  http://localhost:3003/streams
  http://localhost:3003/intersections
  http://localhost:3003/points

  Home
  http://localhost:3003

Cannot bind to the port 3003. Please specify another port number either through --port argument or through the json-server.json configuration file
npm ERR! code ELIFECYCLE
npm ERR! errno 1
npm ERR! api@1.0.0 start: `json-server -p 3003 -w db.json`
npm ERR! Exit status 1
npm ERR!
npm ERR! Failed at the api@1.0.0 start script.
npm ERR! This is probably not a problem with npm. There is likely additional logging output above.

npm ERR! A complete log of this run can be found in:
npm ERR!     C:\Users\knowledge.seeker\AppData\Roaming\npm-cache\_logs\2019-12-04T05_34_11_867Z-debug.log
</code></pre>

<p>My log file is: </p>

<pre><code>0 info it worked if it ends with ok
1 verbose cli [ 'C:\\Program Files (x86)\\nodejs\\node.exe',
1 verbose cli   'C:\\Program Files (x86)\\nodejs\\node_modules\\npm\\bin\\npm-cli.js',
1 verbose cli   'start' ]
2 info using npm@6.9.0
3 info using node@v10.16.3
4 verbose run-script [ 'prestart', 'start', 'poststart' ]
5 info lifecycle api@1.0.0~prestart: api@1.0.0
6 info lifecycle api@1.0.0~start: api@1.0.0
7 verbose lifecycle api@1.0.0~start: unsafe-perm in lifecycle true
8 verbose lifecycle api@1.0.0~start: PATH: C:\Program Files (x86)\nodejs\node_modules\npm\node_modules\npm-lifecycle\node-gyp-bin;C:\Users\knowledge.seeker\Desktop\ReactMapGL\api\node_modules\.bin;C:\Users\knowledge.seeker\bin;C:\Program Files\Git\mingw64\bin;C:\Program Files\Git\usr\local\bin;C:\Program Files\Git\usr\bin;C:\Program Files\Git\usr\bin;C:\Program Files\Git\mingw64\bin;C:\Program Files\Git\usr\bin;C:\Users\knowledge.seeker\bin;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0;C:\Windows\System32\OpenSSH;C:\Program Files\Intel\WiFi\bin;C:\Program Files\Common Files\Intel\WirelessCommon;C:\Program Files (x86)\nodejs;C:\Program Files\Git\cmd;C:\Program Files (x86)\Yarn\bin;C:\Users\knowledge.seeker\AppData\Local\Microsoft\WindowsApps;C:\Program Files\Intel\WiFi\bin;C:\Program Files\Common Files\Intel\WirelessCommon;C:\Users\knowledge.seeker\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\knwoledge.seeker\AppData\Local\Yarn\bin;C:\Program Files\Git\usr\bin\vendor_perl;C:\Program Files\Git\usr\bin\core_perl
9 verbose lifecycle api@1.0.0~start: CWD: C:\Users\knowledge.seeker\Desktop\ReactMapGL\api
10 silly lifecycle api@1.0.0~start: Args: [ '/d /s /c', 'json-server -p 3003 -w db.json' ]
11 silly lifecycle api@1.0.0~start: Returned: code: 1  signal: null
12 info lifecycle api@1.0.0~start: Failed to exec start script
13 verbose stack Error: api@1.0.0 start: `json-server -p 3003 -w db.json`
13 verbose stack Exit status 1
13 verbose stack     at EventEmitter.&lt;anonymous&gt; (C:\Program Files (x86)\nodejs\node_modules\npm\node_modules\npm-lifecycle\index.js:301:16)
13 verbose stack     at EventEmitter.emit (events.js:198:13)
13 verbose stack     at ChildProcess.&lt;anonymous&gt; (C:\Program Files (x86)\nodejs\node_modules\npm\node_modules\npm-lifecycle\lib\spawn.js:55:14)
13 verbose stack     at ChildProcess.emit (events.js:198:13)
13 verbose stack     at maybeClose (internal/child_process.js:982:16)
13 verbose stack     at Process.ChildProcess._handle.onexit (internal/child_process.js:259:5)
14 verbose pkgid api@1.0.0
15 verbose cwd C:\Users\knowledge.seeker\Desktop\ReactMapGL\api
16 verbose Windows_NT 10.0.17763
17 verbose argv ""C:\\Program Files (x86)\\nodejs\\node.exe"" ""C:\\Program Files (x86)\\nodejs\\node_modules\\npm\\bin\\npm-cli.js"" ""start""
18 verbose node v10.16.3
19 verbose npm  v6.9.0
20 error code ELIFECYCLE
21 error errno 1
22 error api@1.0.0 start: `json-server -p 3003 -w db.json`
22 error Exit status 1
23 error Failed at the api@1.0.0 start script.
23 error This is probably not a problem with npm. There is likely additional logging output above.
24 verbose exit [ 1, true ]
</code></pre>
",<reactjs><rest><npm><axios><json-server>,0.0,0,0,0,0,0,0,0,0,1
29948,29420,59656731,1,0,1992973,0.0,3.0,0.0,0.0,2020-01-09T03:14:41.380,0.0,369.0,"Why does axios throw an error with npm run prod, but not npm run dev/watch?","<p>I have a Laravel project using Vue.js and Axios with Laravel Mix to build CSS/JS assets.</p>

<p>While developing, I've been using <code>npm run dev</code> and <code>npm run watch</code> to build assets without issue. I tried using <code>npm run prod</code> once to check bundle sizes, but as soon as I did that, even though everything compiles without issues, all Axios requests in the web app start throwing errors.</p>

<p>Specifically, I noticed the following:</p>

<p>If I import Axios directly from <code>node_modules</code> as follows:</p>

<pre><code>import axios from 'axios';
</code></pre>

<p>Then Axios requests work fine, even when using <code>npm run prod</code>.<br>
However, I created my own Axios library that I'd prefer to use because it has header presets, etc. I can import the Axios library I built as follows:</p>

<pre><code>import axios from './lib/axios';
</code></pre>

<p>If I do that in combination with <code>npm run prod</code> and then attempt something like a standard <code>axios.get()</code> call that works fine with <code>npm run dev/watch</code>, then I get the following error:</p>

<blockquote>
  <p>TypeError: Cannot read property 'get' of undefined</p>
</blockquote>

<p>What's interesting is that even if I literally only do the following in <code>lib/axios.js</code>, I still get the same error on <code>npm run prod</code> builds:</p>

<pre><code>import axios from 'axios';
export default axios;
</code></pre>

<p>Why would simply importing and exporting Axios from a file and then importing Axios from that file (<code>lib/axios.js</code>) cause errors on prod builds only, but importing Axios directly from <code>node_modules</code> not cause errors? I'm so confused. Thank you for all your help.</p>
",<javascript><npm><import><axios>,0.0,0,0,0,0,0,0,0,0,1
29985,29457,59682209,1,0,11857149,0.0,3.0,0.0,0.0,2020-01-10T12:59:50.010,1.0,84.0,"I need to make a ""sign up"" request from react front-end to Scala back-end api","<p>I am a new to React.js, currently is doing my university project. Basically, my Sign up api was completed and successfully, but now, how do I call an api to react front end? I have review some of the example from youtube and stackoverfloe, but I still stuck on here. Below I will describe more about my current situation:</p>

<p>Here is api my result I get on postman.
<a href=""https://i.stack.imgur.com/wHRjb.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/wHRjb.png"" alt=""enter image description here""></a></p>

<p>So I have no problem with my API.</p>

<p>Here is how I call my API to react frontend:</p>

<pre><code>    handleSubmit(event){

        const {
            name,
            email,
            UserMobile,
            Password,
            confirmPassword,
            Organisation_Name,
            Address,
            description
        } = this.state;
        console.log(this.state)

        axios({
            method: 'post',
            url: 'http://localhost:9000/api/users/sign-up',
            data: {
                name: name,
                email: email,
                UserMobile: UserMobile,
                Password: Password,
                confirmPassword: confirmPassword,
                Organisation_Name: Organisation_Name,
                Address: Address,
                description: description
            },
            }).catch(error =&gt; {
                console.log(error);
            }).then(response =&gt; {
                console.log(response);
            });
        }
</code></pre>

<p>Here is some source code of :</p>

<pre><code>    render() {
        return (
            &lt;div&gt;
                &lt;form onSubmit={this.handleSubmit}&gt;
                    &lt;input 
                        type=""type"" 
                        name=""name"" 
                        placeholder=""name"" 
                        value={this.state.name || ''} 
                        onChange={this.handleChange} 
                        required
                    /&gt;

                    &lt;input 
                        type=""email"" 
                        name=""email"" 
                        placeholder=""email"" 
                        value={this.state.email} 
                        onChange={this.handleChange} 
                        required
                    /&gt;

                    &lt;input 
                        type=""text"" 
                        name=""UserMobile"" 
                        placeholder=""UserMobile"" 
                        value={this.state.UserMobile || ''} 
                        onChange={this.handleChange} 
                        required
                    /&gt;

                    &lt;input 
                        type=""Password"" 
                        name=""Password"" 
                        placeholder=""Password"" 
                        value={this.state.Password || ''} 
                        onChange={this.handleChange} 
                        required
                    /&gt;

                    &lt;input 
                        type=""Password"" 
                        name=""confirmPassword"" 
                        placeholder=""confirmPassword"" 
                        value={this.state.confirmPassword || ''} 
                        onChange={this.handleChange} 
                        required
                    /&gt;

                    &lt;input 
                        type=""Organisation_Name"" 
                        name=""Organisation_Name"" 
                        placeholder=""Organisation_Name"" 
                        value={this.state.Organisation_Name || ''} 
                        onChange={this.handleChange} 
                        required
                    /&gt;

                    &lt;input 
                        type=""Address"" 
                        name=""Address"" 
                        placeholder=""Address"" 
                        value={this.state.Address || ''} 
                        onChange={this.handleChange} 
                        required
                    /&gt;

                    &lt;input 
                        type=""description"" 
                        name=""description"" 
                        placeholder=""description"" 
                        value={this.state.description || ''} 
                        onChange={this.handleChange} 
                        required
                    /&gt;

                    &lt;button type=""Submit""&gt;Registration&lt;/button&gt;
                &lt;/form&gt;
            &lt;/div&gt;
        );
    }
</code></pre>

<p>package.json (in case needed)</p>

<pre><code>  ""name"": ""react-redux-router"",
  ""version"": ""1.0.0"",
  ""description"": ""Basic skeleton codebase for React/Redux/Router applications."",
  ""proxy"": {
    ""/connect"": {
      ""target"": ""http://localhost:9000"",
      ""secure"": false,
      ""changeOrigin"": true
    }
  },
</code></pre>

<p>So is it a correct way for react to call the API? and why I cannot get the result as same as postman result? The new user are not enter to the database as well. Hopefully anyone can help me and teach me for this kind of issue. </p>
",<reactjs><npm><axios>,0.0,0,0,0,0,0,0,0,0,1
30481,29953,60115528,1,60119713,4027438,1.0,1.0,0.0,0.0,2020-02-07T14:37:19.000,5.0,7194.0,Vue can I set process.env.NODE_ENV,"<p>Concerning modes and environmental variables as documented here </p>

<p><a href=""https://cli.vuejs.org/guide/mode-and-env.html#modes"" rel=""noreferrer"">https://cli.vuejs.org/guide/mode-and-env.html#modes</a></p>

<p>I was rather confused why I can't set the following variable to <strong>mock</strong> for example. As the document seems to say this will be the <strong>mode</strong> that you pass in!</p>

<pre><code>process.env.NODE_ENV
</code></pre>

<p>I have create the following server-mock command string in my <strong>package.json</strong> as follows</p>

<pre><code>""serve-mock"": ""vue-cli-service serve --mode mock""
</code></pre>

<p>But when I run</p>

<pre><code>npm run server-mock
</code></pre>

<p>The <strong>process.env.NODE_ENV</strong> is still set to <strong>development</strong> and not to <strong>mock</strong>. Am I supposed to set this in the <strong>.env.mock</strong> file? I presumed that it would be set based on the mode that was passed in as <strong>mock</strong>?</p>
",<vue.js><npm><webpack><axios>,0.0,1,0,0,1,0,0,0,0,1
30585,30057,60191968,1,0,5321011,1.0,0.0,0.0,0.0,2020-02-12T15:40:50.417,0.0,324.0,package.json file created in the wrong folder,"<p>I am creating an app to work with an API using serverless, and the initial install was ok. One of the folders that the <code>npm serverless install</code> does is <code>auth-server</code>, where two files - <code>handler.js</code> and <code>serverless.yml</code> are created (other than the <code>.gitignore</code>).</p>

<p>A few steps later, I had to install Axios as I will need to make a <code>POST</code> request for the API. Being on the auth-server directory, I ran the usual npm syntax to install Axios, <code>npm install axios</code>. To my surprise, however, npm has not created the <code>package.json</code> (and <code>package-lock.json</code>) file within the <code>auth-server</code> folder but used the root files. </p>

<p>I tried to look around to see if the problem was recurrent, but found nothing. I know that <code>package-json</code> file is created within the directory folder from where npm is executed as I have used axios a few times. Can someone point me where the problem may lie? Thanks in advance.</p>
",<npm><terminal><axios><serverless>,0.0,0,0,0,0,0,0,0,0,1
31039,30511,60614449,1,0,12181872,6.0,5.0,0.0,0.0,2020-03-10T09:10:27.290,0.0,5161.0,npm install axios not working in my react native app?,"<p>I am new to developing react native app. I'm facing problem while installing axios using the command <code>npm install axios</code> in my terminal. </p>

<p>I have tried below code as well to install axios library: </p>

<pre><code>npm install --save axios
npm i axiois --save
</code></pre>

<p>So what is the problem why I am not able to get dependencies in my app?</p>

<p>A small request also is <code>install</code> and <code>i</code> are the same in this npm command? </p>

<p><strong>UPDATE</strong><br>
Here is the log that might help you: </p>

<pre><code>npm ERR! code ETIMEDOUT
npm ERR! errno ETIMEDOUT
npm ERR! network request to https://registry.npmjs.org/axios failed, reason: connect ETIMEDOUT 104.16.21.35:443
npm ERR! network This is a problem related to network connectivity.
npm ERR! network In most cases you are behind a proxy or have bad network settings.
npm ERR! network 
npm ERR! network If you are behind a proxy, please make sure that the
npm ERR! network 'proxy' config is set properly.  See: 'npm help config'

npm ERR! 
</code></pre>

<p><strong>UPDATE 2</strong><br>
As everyone is pointing to a network problem I have tried all the answer and commentes you have provided but nothing works, but I am able to use internet on my PC easily means device in which I am running this command. </p>

<pre><code>npm install axios
</code></pre>

<p>on the same device I am using browser, spotify and in terminal I just installed vlc using <code>apt-get install</code> so there is no chance of technical issue. Thank you all for help but nothing working is there any other solution? </p>
",<reactjs><react-native><npm><axios><npm-install>,0.0,0,1,0,0,0,0,0,0,1
31105,30577,60685268,1,0,10169731,1.0,3.0,0.0,0.0,2020-03-14T17:09:34.640,2.0,1075.0,Is it possible to use redux and axios in react component library?,"<p>I am creating a page in React. Lets say for eg. ""Conatct us"" page. This whole component must be reusable. So that other teams can use it as it is. This component will have its own redux store and api calls using axios. </p>

<p>What I want to confirm that if I export this ""Contact Us"" module as npm package, will it work fine for other teams? Why I am asking this is because other teams project will have their own redux store and axios instance. And I think we can have only one redux store in an app and maybe one axios interceptors (I may be wrong about axios though)</p>

<p>Could anyone help me out, what can be done in this case? One thing is sure that I will have to export this whole component as npm package.</p>
",<reactjs><npm><redux><react-redux><axios>,0.0,0,1,0,0,0,0,0,0,1
31140,30612,60711620,1,0,9790089,0.0,0.0,0.0,0.0,2020-03-16T18:46:35.977,1.0,614.0,npm install axios has ssl3_get_record error,"<p>there, I currently want to use npm install vue and axios. My computer was behind proxy, I also set the proxy. but still can't work. 
Here is the work i have done:</p>

<pre><code>npm install axios
</code></pre>

<p>and then i get this kind of error</p>

<pre><code>
[yliu@rhlab1 ~]$ npm install axios
npm ERR! code EPROTO
npm ERR! errno EPROTO
npm ERR! request to http://registry.npmjs.org/axios failed, reason: write EPROTO 139889298220864:error:1408F10B:SSL routines:ssl3_get_record:wrong version number:ssl/record/ssl3_record.c:332:
npm ERR!

npm ERR! A complete log of this run can be found in:
npm ERR!     /home/yliu/.npm/_logs/2020-03-16T18_27_02_693Z-debug.log

</code></pre>

<p>and the log it show like this :</p>

<pre><code>[yliu@rhlab1 ~]$ cat /home/yliu/.npm/_logs/2020-03-16T18_27_02_693Z-debug.log | nl | tail -n 10
    24  12 verbose stack     at WriteWrap.afterWrite [as oncomplete] (net.js:790:10)
    25  13 verbose cwd /home/yliu
    26  14 verbose Linux 4.18.0-80.1.2.el8_0.x86_64
    27  15 verbose argv ""/usr/bin/node"" ""/usr/bin/npm"" ""install"" ""axios""
    28  16 verbose node v10.14.1
    29  17 verbose npm  v6.4.1
    30  18 error code EPROTO
    31  19 error errno EPROTO
    32  20 error request to http://registry.npmjs.org/axios failed, reason: write EPROTO 139889298220864:error:1408F10B:SSL routines:ssl3_get_record:wrong version number:ssl/record/ssl3_record.c:332:
    33  21 verbose exit [ 1, true ]
</code></pre>

<p>set the proxy (for privacy didn't put my real proxy server):</p>

<pre><code> npm config set http-proxy http://proxy.example.com:8080
 npm config set https-proxy https://proxy.example.com:8080

</code></pre>

<p>and show it</p>

<pre><code>[yliu@rhlab1 ~]$ npm config list
; cli configs
metrics-registry = ""http://registry.npmjs.org/""
scope = """"
user-agent = ""npm/6.4.1 node/v10.14.1 linux x64""

; userconfig /home/yliu/.npmrc
http-proxy = ""http://proxy.example.com:8080""
https-proxy = ""https://proxy.example.com:8080/""
registry = ""http://registry.npmjs.org/""

; node bin location = /usr/bin/node
; cwd = /home/yliu
; HOME = /home/yliu
; ""npm config ls -l"" to show all defaults.

</code></pre>

<p>I appropriate if anyone can give me some advices.</p>

<p>Thanks in advance! </p>
",<vue.js><npm><proxy><axios>,0.0,0,0,0,1,0,0,0,0,1
31173,30645,60740438,1,0,9618235,0.0,4.0,0.0,0.0,2020-03-18T13:17:18.720,1.0,1104.0,NPM run serve - LocalStorage already defined as a built-in global variable,"<p>Any example I downloaded which demonstrates the use of vue.js and axios runs into the following problem as I run 'npm run serve'</p>

<p><strong>'localStorage' already defined as a built-in global variable</strong></p>

<p>As I haven't changed anything in the code and the examples are used by many people, the error has to be on my side. It occurs wherever localStorage is used. The is no new declaration of it</p>

<pre><code>import axios from 'axios'

const API_URL = process.env.API_URL || 'http://localhost:3000/api/v1'

export default axios.create({
  baseURL: API_URL,
  headers: {
    'Content-Type': 'application/json',
    'Authorization': 'Bearer ' + localStorage.token
  }
})
</code></pre>
",<javascript><vue.js><npm><axios>,0.0,0,0,0,1,0,0,0,0,1
32288,31760,61736058,1,61736125,11354258,2.0,0.0,0.0,0.0,2020-05-11T17:53:01.020,1.0,764.0,Type 'false' is not assignable to type '((status: number) => boolean) | undefined' TypeScript,"<p>I'm using TypeScript and Axios to make a module, but I receive this error when I pass the AxiosRequestConfig:</p>

<p><code>Type 'false' is not assignable to type '((status: number) =&gt; boolean) | undefined'.ts(2322)</code></p>

<p>Code:</p>

<pre class=""lang-js prettyprint-override""><code>const UIR = (await axios.get(`https://users.roblox.com/v1/users/${this.userId}`, { validateStatus: false })).data;
const USR = (await axios.get(`https://users.roblox.com/v1/users/${this.userId}/status`, { validateStatus: false })).data;
</code></pre>

<p>Please help me, thanks. I'll try to answer any question!</p>
",<node.js><typescript><npm><axios>,0.0,0,0,0,0,0,0,0,0,1
32892,32364,62278484,1,62278649,12836693,1.0,3.0,0.0,0.0,2020-06-09T08:43:53.123,2.0,15536.0,"""Uncaught SyntaxError: import declarations may only appear at top level of a module"":1:18 asking again","<p>Full code here: <a href=""https://github.com/vscodr/axios_issue"" rel=""nofollow noreferrer"">https://github.com/vscodr/axios_issue</a></p>

<p>Been away from JS for a minute or two working in python and now I want to try to accomplish some of the same tasks I have been working on in python,  with JS. I can't get past the stupidest thing!
With Axios installed as a dependency,</p>

<pre><code>  ""dependencies"": {
    ""axios"": ""^0.19.2""
  }
</code></pre>

<p>Trying to use axios from line number one of the script:</p>

<pre><code>import axios from 'axios' 
r = axios.get('https://swapi.dev')
console.log(r)
</code></pre>

<p>I keep getting:</p>

<pre><code>Uncaught SyntaxError: import declarations may only appear at top level of a module
</code></pre>

<p>After having read all the SO posts on this error and after making sure that I am calling the script itself as </p>

<pre><code>&lt;script type=""module"" src=""/main.js""&gt;&lt;/script&gt;
&lt;script type=""module"" src=""main.js""&gt;&lt;/script&gt;
&lt;script type=""module"" src=""./main.js""&gt;&lt;/script&gt;
</code></pre>

<p>which produces:</p>

<pre><code>Uncaught TypeError: Error resolving module specifier: axios main.js:1:18
</code></pre>

<p>and as:</p>

<pre><code>&lt;script src=""./main.js""&gt;&lt;/script&gt;
&lt;script src=""/main.js""&gt;&lt;/script&gt;
&lt;script src=""main.js""&gt;&lt;/script&gt;
</code></pre>

<p>which produces:</p>

<pre><code> Uncaught SyntaxError: import declarations may only appear at top level of a module :1:18
</code></pre>

<p>I have referred to: </p>

<pre><code>https://developer.mozilla.org/en-US/docs/Web/HTML/Element/script
</code></pre>

<p>So I have covered most bases before reposting this one. </p>

<p>Also just using code right out of the documentation causing the same error. </p>

<pre><code>   axios.get('https://swapi.dev')
.then(function (response) {

// handle success
   console.log(response);
})
.catch(function (error) {

// handle error
  console.log(error);
})
  .finally(function () {

// always executed
  });
</code></pre>

<p>I am publicly shaming myself to get past this stupid issue! This is clearly some kind of ""run home to momma"" error coming from the browser and I suspect <strong>WEBPACK</strong>. </p>

<p>I am unaware of any new game changing changes I might not heard about. </p>

<p>I am rusty, I know the problem is super basic (I HOPE it's super basic) and I just want an error. The one I am getting is not telling me what's really going on. </p>

<p>Fresh install of Windows and VSCode on a new machine </p>
",<javascript><npm><webpack><axios>,0.0,1,0,0,0,0,0,0,0,1
33796,33268,63080253,1,0,8620731,0.0,0.0,0.0,0.0,2020-07-24T19:23:44.883,2.0,727.0,Can't Post Files using Request or Axios in node js,"<p>I have to take data from my form in my front end code and upload the data to another server using API calls, which I am unable to do right now. I have tried numerous ways and tricks mentioned over the internet to solve the problem faced while uploading a file in NodeJs using Request and Axios but none of them are working for just this particular case and I don't know why.</p>
<p>Here is the code in my client-side if we use Axios:</p>
<pre><code>app.post('/job/addjob', upload.any(), (req, res) =&gt; {
    console.log(req.files[0].path);
    var form = new formData();
    form.append('Title', req.body.Title);
    // form.append('Services', JSON.stringify(req.body.Services));
    form.append('Startdate', req.body.Startdate);
    form.append('NoOfPositions', req.body.NoOfPositions);
    form.append('EndDate', req.body.EndDate);
    form.append('Experience', req.body.Experience);
    form.append('Rate', req.body.Rate);
    form.append('Location', req.body.Location);
    form.append('Description', req.body.Description);
    // form.append('Questions', JSON.stringify(req.body.Questions));
    form.append('Dresscode', fs.createReadStream(req.files[0].path));
    axios({
        method: 'post',
        url: 'http://13.127.239.92:3000/job/addjob',
        data: form,
        headers: {'Content-Type': 'multipart/form-data', 'Authorization': req.session.verifiedToken}
    }).then(function (response) {
        console.log(response.data);
        res.redirect('/provider');
    })
    .catch(function (err) {
        //handle error
        console.log(err);
        res.redirect('/profile/getProfile');
    });
});
</code></pre>
<p>for which the error that I  face is</p>
<pre><code>Error Uploading Image.
</code></pre>
<p>And here is the code in my client-side if we use Request:</p>
<pre><code>app.post('/job/addjob', upload.any(), (req, res) =&gt; {
    console.log(req.files);
    var options = {
      'method': 'POST',
      'url': 'http://13.127.239.92:3000/job/addJob',
      'headers': {
        'Content-Type': 'multipart/form-data',
        'Authorization': req.session.verifiedToken
      },
      formData: {
        'Title': req.body.Title,
    // form.append('Services', JSON.stringify(req.body.Services));
        'Startdate': req.body.Startdate,
        'NoOfPositions': req.body.NoOfPositions,
        'EndDate': req.body.EndDate,
        'Experience': req.body.Experience,
        'Rate': req.body.Rate,
        'Location': req.body.Location,
        'Description': req.body.Description,
    // form.append('Questions', JSON.stringify(req.body.Questions));
        'Dresscode1': fs.createReadStream(req.files[0].path),
      }
    };
    
    request(options, function (error, response) {
        if (error) { console.log(error) }
        else {
            console.log(response.data);
            res.redirect('/provider');
        }
    });
});
</code></pre>
<p>for which the error that I face is:</p>
<pre><code>{ Error: socket hang up
    at createHangUpError (_http_client.js:323:15)
    at Socket.socketOnEnd (_http_client.js:426:23)
    at Socket.emit (events.js:203:15)
    at endReadableNT (_stream_readable.js:1145:12)
    at process._tickCallback (internal/process/next_tick.js:63:19) code: 'ECONNRESET' }
</code></pre>
<p>This is the fraction of code from the server-side which might come in handy understanding my problem:</p>
<pre><code>    var storage = multer.diskStorage({
        destination: function (req, file, cb) {
          cb(null, 'dresscodes/')
         
         
        },
        filename: function (req, file, cb) {
            let uuid=v4();
          cb(null, uuid +&quot;.&quot;+mime.getExtension(file.mimetype))
          pp= uuid +&quot;.&quot;+mime.getExtension(file.mimetype);
        }
      });

      let upload = multer({ storage: storage }).any();
      upload(req,res,function(err) {
        if(err) {
            console.log(err);
            return res.end(&quot;Error uploading image.&quot;);
        } else{
            var fullUrl = req.protocol + '://' + req.get('host') ;
</code></pre>
<p><strong>Now to the worst part, I can only make changes to my client-side code and not to the server-side code</strong></p>
",<javascript><node.js><npm><request><axios>,1.0,0,0,0,0,0,0,0,0,1
33825,33297,63108470,1,63108887,13599870,1.0,2.0,0.0,0.0,2020-07-27T03:54:49.813,0.0,10546.0,How to pass a cookie with Axios Post Request?,"<p>There is no cookie being passed with my request, been looking around and tried withCredentials, etc.</p>
<p>This is the latest code I have up, anyone know what I am missing here?</p>
<pre><code>var cookie_for_data = &quot;token=test&quot;;
    var host = &quot;http://localhost:3000/&quot;
axios.post(host + 'save_profile', {

                data: {
                    first_name: user_data[&quot;first_name&quot;],
                    last_name: user_data[&quot;last_name&quot;]
                    
                },
                headers: {
                    Cookie: cookie_for_data
                }

            })
            .then(response =&gt; {
                console.log(&quot;response&quot;, response.data);
                createUserPref(response.data);
            })
            .catch(error =&gt; {
                console.log(&quot;create user api error:&quot;, error);
            });
</code></pre>
",<javascript><node.js><api><npm><axios>,0.0,0,0,0,0,0,0,0,0,1
33927,33399,63188086,1,0,6053292,4.0,3.0,0.0,0.0,2020-07-31T08:08:06.650,7.0,10788.0,How to save json returned from axios in a variable?,"<p>I want to save the json returned from axios into a variable. Currently I can only see it when I console.log(response.data) with the following code:</p>
<pre><code>function status() {
  const url = &quot;https://api.com&quot;;
  axios.get(url).then(function (response) {
    console.log(response.data);
  });
}
status(); // console.logs object successfully
</code></pre>
<p>If I just set response.data to a variable instead of logging it, it stays blank ( {} ).
I want to do something like this:</p>
<pre><code>let data = {};
function status() {
  const url = &quot;https://api.com&quot;;
  axios.get(url).then(function (response) {
    data = response.data;
  });
}
status();
console.log(data); // {}
// I want to manipulate and use the properties of data in subsequent code here
</code></pre>
<p>How may I accomplish this please? Thank you for the help.</p>
",<javascript><node.js><debugging><npm><axios>,0.0,0,0,0,0,0,0,0,0,1
35169,34641,64358549,1,0,14450806,0.0,0.0,0.0,0.0,2020-10-14T17:26:31.757,1.0,113.0,"Axios EPERM: operation not permitted, read","<p>Axios was running fine but today i try to run my react app and get the error</p>
<p>./node_modules/axios/lib/helpers/cookies.js
Error: EPERM: operation not permitted, read</p>
<p>i have tried uninstalling and installing it again but it still persists</p>
<p>any help would be highly valued</p>
",<reactjs><http><npm><axios>,0.0,0,0,0,0,0,0,0,0,1
